area,area_bbox,area_convex,area_filled,axis_major_length,axis_minor_length,eccentricity,equivalent_diameter_area,euler_number,extent,feret_diameter_max,intensity_max,intensity_mean,intensity_min,label,orientation,perimeter,perimeter_crofton,solidity,ERThresh_intersection_percentage,ERThresh_intersection_area,ERThresh_num_intersection_areas
306,434,354,306,29.71555395767871,13.638826669379302,0.8884469170898085,19.738573927438622,1,0.7050691244239631,31.25699921617557,255.0,255.0,255.0,1,1.5206233974293584,83.94112549695427,83.04809240917179,0.864406779661017,45.42483660130719,139,3
38,56,44,38,8.831189218374448,5.87441162566224,0.7466748543236243,6.955796338302048,1,0.6785714285714286,8.94427190999916,255.0,255.0,255.0,2,0.23826292878471741,22.449747468305834,26.450379796104066,0.8636363636363636,55.26315789473685,21,1
278,962,447,279,46.88386844914838,11.39077161841486,0.9700370186080128,18.81384047546846,0,0.288981288981289,42.720018726587654,255.0,255.0,255.0,3,-1.0597835583517867,130.5035713374682,137.5591165742735,0.6219239373601789,67.26618705035972,187,7
76,108,83,76,12.444850198738193,7.829445623185786,0.7772989916989689,9.83698151873187,1,0.7037037037037037,12.649110640673518,255.0,255.0,255.0,4,0.2519060109524926,32.142135623730944,33.15417244944028,0.9156626506024096,9.210526315789473,7,1
322,592,417,322,35.76624455102279,13.390469203726786,0.927271956497087,20.248040236149336,1,0.543918918918919,37.656340767525464,255.0,255.0,255.0,5,0.10583251556229047,98.70458146424488,102.374072205783,0.7721822541966427,1.5527950310559007,5,4
485,1508,837,485,58.477063924836074,20.18252677477771,0.938552767214701,24.849973424463737,1,0.32161803713527853,56.462376853972415,255.0,255.0,255.0,6,-1.2651811198339715,185.75230867899737,191.4753121260067,0.5794504181600956,75.6701030927835,367,1
109,256,140,109,17.94079299465903,8.361488903090228,0.8847530303369465,11.780624362746345,1,0.42578125,18.867962264113206,255.0,255.0,255.0,7,-0.6175268959432432,46.248737341529164,49.01323702131956,0.7785714285714286,23.853211009174313,26,3
246,480,342,246,24.728221316142044,15.21343188207009,0.788351194650327,17.697935698969246,1,0.5125,25.0,255.0,255.0,255.0,8,-1.2702334496939462,83.39087296526012,83.27813020529945,0.7192982456140351,20.73170731707317,51,3
116,357,174,116,25.933829411123885,7.8981394153653275,0.952496453109503,12.153015559492998,1,0.32492997198879553,24.186773244895647,255.0,255.0,255.0,9,0.8321726899760904,57.4558441227157,59.2792296744022,0.6666666666666666,5.172413793103448,6,1
106,400,185,106,31.21084744795642,7.5322813390997005,0.970441775888491,11.617374563210365,1,0.265,28.178005607210743,255.0,255.0,255.0,10,0.9430504276613668,63.90559159102155,69.21989975634271,0.572972972972973,3.7735849056603774,4,1
16,25,19,16,5.519857345960875,4.179554387759748,0.6532002339724354,4.51351666838205,1,0.64,5.830951894845301,255.0,255.0,255.0,11,0.5428233279039297,13.071067811865476,16.41442493914907,0.8421052631578947,0.0,0,0
81,135,91,81,15.89816731345594,6.665019679014194,0.9078791617694185,10.155412503859614,1,0.6,15.811388300841896,255.0,255.0,255.0,12,0.321539850658588,37.21320343559643,37.96184620483947,0.8901098901098901,3.7037037037037033,3,2
166,255,200,166,19.61466484872662,11.605030754400486,0.8061944027472062,14.538148590038452,1,0.6509803921568628,21.400934559032695,255.0,255.0,255.0,13,0.4960566438886927,57.49137802864845,57.383110776465166,0.83,1.2048192771084338,2,2
51,135,71,51,17.733059293008992,4.724388436191253,0.9638578643950827,8.058239062071396,1,0.37777777777777777,16.55294535724685,255.0,255.0,255.0,14,0.5636792256513214,35.935028842544405,38.842529143251404,0.7183098591549296,0.0,0,0
51,126,86,54,16.221364853230924,5.894624627526426,0.9316384858257707,8.058239062071396,0,0.40476190476190477,15.652475842498529,255.0,255.0,255.0,15,1.187620628502844,37.72792206135786,45.77635959271528,0.5930232558139535,7.8431372549019605,4,2
22,45,30,22,9.117535133325907,4.202849214797006,0.8874191922190178,5.292567428401227,1,0.4888888888888889,9.219544457292887,255.0,255.0,255.0,16,-1.4400397428286869,17.44974746830583,23.443540163627436,0.7333333333333333,18.181818181818183,4,3
61,120,80,61,17.369374296528168,5.393425103160134,0.9505689717118337,8.812923024107548,0,0.5083333333333333,15.811388300841896,255.0,255.0,255.0,17,0.26281099902467625,40.3492424049175,43.09484253138079,0.7625,16.39344262295082,10,1
22,30,25,22,6.785654499573039,4.299281176226889,0.773674021324015,5.292567428401227,1,0.7333333333333333,6.708203932499369,255.0,255.0,255.0,18,1.3475553701717489,16.035533905932738,18.08050604095846,0.88,54.54545454545454,12,1
121,400,175,121,29.193613838708114,6.84946766746344,0.9720866521194794,12.412170838050638,1,0.3025,26.248809496813376,255.0,255.0,255.0,19,0.8161932351817618,67.35533905932738,68.66453938907291,0.6914285714285714,0.8264462809917356,1,1
31,49,36,31,7.75203179091286,5.27393892956295,0.7329060252380017,6.282549314314218,1,0.6326530612244898,8.06225774829855,255.0,255.0,255.0,20,0.8122318757297312,19.485281374238568,21.547421265690396,0.8611111111111112,32.25806451612903,10,1
90,204,115,90,19.984943446617503,6.276710696208274,0.9493991749183958,10.704744696916627,1,0.4411764705882353,18.384776310850235,255.0,255.0,255.0,21,1.085270733708827,44.04163056034261,44.435601062048036,0.782608695652174,7.777777777777778,7,1
17,30,20,17,7.306405498796818,2.992580664438705,0.9122727846971024,4.652426491681278,1,0.5666666666666667,7.211102550927978,255.0,255.0,255.0,22,0.6426537364612923,14.071067811865474,16.969785306418867,0.85,0.0,0,0
