area,area_bbox,area_convex,area_filled,axis_major_length,axis_minor_length,eccentricity,equivalent_diameter_area,euler_number,extent,feret_diameter_max,intensity_max,intensity_mean,intensity_min,label,orientation,perimeter,perimeter_crofton,solidity,ERThresh_intersection_percentage,ERThresh_intersection_area,ERThresh_num_intersection_areas
263,704,382,263,31.85141493889208,14.482429862052777,0.8906512074627696,18.29923496393627,1,0.37357954545454547,33.52610922848042,255.0,255.0,255.0,1,0.38404608698852727,99.32590180780453,101.26335147124341,0.6884816753926701,25.475285171102662,67,10
35,42,37,35,7.1097594869741885,6.383516211388047,0.440296111243867,6.6755811781245455,1,0.8333333333333334,7.615773105863909,255.0,255.0,255.0,2,-1.4331111580608362,20.242640687119284,21.872743836832537,0.9459459459459459,54.285714285714285,19,2
15,20,16,15,4.92617893231764,3.997705593922434,0.584321016521078,4.370193722368317,1,0.75,5.385164807134504,255.0,255.0,255.0,3,1.1294706459703894,12.035533905932738,14.288268245084378,0.9375,66.66666666666666,10,1
34,64,38,34,8.11279285396105,6.0330029819892195,0.6685794677518597,6.579524642479541,1,0.53125,8.246211251235321,255.0,255.0,255.0,4,-0.7076964370831927,22.14213562373095,23.673577959755086,0.8947368421052632,47.05882352941176,16,3
22,35,26,22,6.8855025106521754,4.56665282079993,0.7484180844642956,5.292567428401227,1,0.6285714285714286,7.280109889280518,255.0,255.0,255.0,5,-1.156524737672459,16.86396103067893,18.865904204355907,0.8461538461538461,31.818181818181817,7,1
27,54,32,27,8.965636393786147,4.194362013035196,0.8838203410527595,5.863230142835039,1,0.5,9.219544457292887,255.0,255.0,255.0,6,0.484416512359292,20.31370849898476,22.33281942908784,0.84375,3.7037037037037033,1,1
29,90,47,29,14.348476268443605,4.252432108025203,0.9550737610539216,6.076507779746499,1,0.32222222222222224,12.206555615733702,255.0,255.0,255.0,7,-0.9247706418513615,26.278174593052025,32.59881208217049,0.6170212765957447,31.03448275862069,9,2
27,33,28,27,11.021503774458209,3.168298337839978,0.9577910952864531,5.863230142835039,1,0.8181818181818182,11.045361017187261,255.0,255.0,255.0,8,0.04991271765324034,20.035533905932738,23.768862734769577,0.9642857142857143,62.96296296296296,17,2
78,110,87,78,12.632032588810242,8.363562364413148,0.7494229413564175,9.965574970333758,1,0.7090909090909091,13.038404810405298,255.0,255.0,255.0,9,-0.9896357768671866,34.14213562373095,35.050291347377325,0.896551724137931,28.205128205128204,22,2
43,80,55,43,10.808763153376548,6.301532245836576,0.8124706047236607,7.399277020331919,1,0.5375,10.295630140987,255.0,255.0,255.0,10,0.2636091559560572,26.69238815542512,30.4726553881058,0.7818181818181819,23.25581395348837,10,3
65,117,80,65,13.019447207494855,7.0750018527197716,0.8394622602885572,9.09728368293446,1,0.5555555555555556,14.317821063276353,255.0,255.0,255.0,11,1.1005351959144356,35.3492424049175,37.731808408711814,0.8125,1.5384615384615385,1,1
97,304,137,97,25.30091022437718,6.1899626011363775,0.9696105104155734,11.11324596323283,1,0.3190789473684211,23.021728866442675,255.0,255.0,255.0,12,-0.8813152325739819,56.62741699796952,56.36767481694007,0.708029197080292,67.0103092783505,65,4
77,140,102,77,20.602911727921526,5.74387627710388,0.960352223173324,9.901487006738307,1,0.55,20.09975124224178,255.0,255.0,255.0,13,1.4875771780918197,48.17766952966369,48.55316142906426,0.7549019607843137,14.285714285714285,11,4
108,285,175,108,19.583451451164635,11.567127689158575,0.8069218053654453,11.726460285670077,1,0.37894736842105264,21.02379604162864,255.0,255.0,255.0,14,0.8553938640168431,57.62741699796952,62.286069306878844,0.6171428571428571,46.2962962962963,50,3
31,55,38,31,11.388880997160513,3.796042004228189,0.9428168538031247,6.282549314314218,1,0.5636363636363636,11.180339887498949,255.0,255.0,255.0,15,-1.3825542826002233,22.071067811865476,25.895019428834274,0.8157894736842105,19.35483870967742,6,2
88,120,94,88,12.00720495572951,9.3925284739827,0.6229758885346178,10.585134856802455,1,0.7333333333333333,12.649110640673518,255.0,255.0,255.0,16,-1.229337134828513,33.55634918610404,34.49493098010753,0.9361702127659575,11.363636363636363,10,1
41,72,52,41,10.171249498081417,5.7872911601188965,0.8223477126404847,7.225151993843567,1,0.5694444444444444,9.848857801796104,255.0,255.0,255.0,17,-1.1598150619262373,24.899494936611667,26.68041759223172,0.7884615384615384,7.317073170731707,3,2
36,50,40,36,10.305794923014442,4.488720942108984,0.900163038441655,6.770275002573076,1,0.72,10.198039027185569,255.0,255.0,255.0,18,-1.5121330065316596,22.485281374238568,23.99890053089723,0.9,0.0,0,0
20,24,21,20,6.331370505657219,3.938749486841458,0.7829373056164398,5.046265044040321,1,0.8333333333333334,6.324555320336759,255.0,255.0,255.0,19,-1.3754042623579936,14.242640687119286,16.184387143021418,0.9523809523809523,15.0,3,1
46,84,61,46,13.459057665997092,5.551893460493734,0.9109565181000785,7.653039857325812,1,0.5476190476190477,14.142135623730951,255.0,255.0,255.0,20,-1.4397239641213362,30.31370849898476,35.050291347377325,0.7540983606557377,4.3478260869565215,2,1
158,260,176,158,22.10387523615484,9.32391782760989,0.9066783071759038,14.183506197980657,1,0.6076923076923076,22.825424421026653,255.0,255.0,255.0,21,1.131801101159724,53.79898987322333,53.68615775560558,0.8977272727272727,49.36708860759494,78,2
